,Longitude,Latitude,District,Neighbourhood,Number of Fatalities,Year,Vehicle Type,Date,Hour,Median Income,Population
229,-79.44449,43.710745,North York,Yorkdale-Glen Park,30.0,2012.0,Motorcycle,2012-09-11T04:00:00.000Z,8.0,63778.0,14804.0
230,-79.44649100000001,43.715644,North York,Yorkdale-Glen Park,22.0,2009.0,Other,2009-08-27T04:00:00.000Z,9.0,63778.0,14804.0
231,-79.39019,43.708445000000005,Toronto and East York,Mount Pleasant East,4.0,2010.0,Other,2010-01-18T05:00:00.000Z,6.0,93566.0,11463.0
232,-79.39359,43.716945,North York,Mount Pleasant East,7.0,2012.0,Other,2012-04-03T04:00:00.000Z,2.0,93566.0,11463.0
233,-79.38669,43.699245,Toronto and East York,Mount Pleasant East,35.0,2008.0,Other,2008-08-09T04:00:00.000Z,10.0,93566.0,11463.0
234,-79.450549,43.691016,Toronto and East York,Caledonia-Fairbank,39.0,2016.0, ,2016-06-22T04:00:00.000Z,6.0,66048.0,11669.0
235,-79.44849,43.691345,Toronto and East York,Caledonia-Fairbank,5.0,2010.0,Other,2010-01-20T05:00:00.000Z,7.0,66048.0,11669.0
236,-79.43934899999999,43.69797,Toronto and East York,Caledonia-Fairbank,37.0,2018.0, ,2018-07-26T04:00:00.000Z,0.0,66048.0,11669.0
237,-79.447673,43.69625,Toronto and East York,Caledonia-Fairbank,1.0,2014.0, ,2014-01-19T05:00:00.000Z,21.0,66048.0,11669.0
238,-79.44664300000001,43.686811999999996,Toronto and East York,Caledonia-Fairbank,32.0,2015.0, ,2015-06-26T04:00:00.000Z,21.0,66048.0,11669.0
239,-79.43289,43.781245,North York,Willowdale West,27.0,2010.0,Other,2010-07-31T04:00:00.000Z,7.0,56942.0,40767.0
240,-79.44666600000001,43.788577000000004,North York,Willowdale West,50.0,2014.0, ,2014-12-18T05:00:00.000Z,8.0,56942.0,40767.0
241,-79.44049,43.792445,North York,Willowdale West,40.0,2009.0,Other,2009-11-17T05:00:00.000Z,8.0,56942.0,40767.0
242,-79.41639,43.779545,North York,Willowdale West,25.0,2012.0,Other,2012-08-21T04:00:00.000Z,9.0,56942.0,40767.0
243,-79.445163,43.792533,North York,Willowdale West,40.0,2013.0, ,2013-09-16T04:00:00.000Z,1.0,56942.0,40767.0
244,-79.42009,43.797945,North York,Willowdale West,34.0,2008.0,Other,2008-07-21T04:00:00.000Z,3.0,56942.0,40767.0
245,-79.424747,43.796965,North York,Willowdale West,56.0,2013.0, ,2013-11-24T05:00:00.000Z,15.0,56942.0,40767.0
246,-79.44089100000001,43.765390999999994,North York,Willowdale West,11.0,2018.0, ,2018-02-20T05:00:00.000Z,16.0,56942.0,40767.0
247,-79.44389,43.789345000000004,North York,Willowdale West,19.0,2011.0,Other,2011-08-13T04:00:00.000Z,18.0,56942.0,40767.0
248,-79.422359,43.778242999999996,North York,Willowdale West,50.0,2016.0, ,2016-08-05T04:00:00.000Z,12.0,56942.0,40767.0
249,-79.44589,43.785945,North York,Willowdale West,9.0,2011.0,Other,2011-06-11T04:00:00.000Z,13.0,56942.0,40767.0
250,-79.519672,43.765898,Etobicoke York,Black Creek,34.0,2011.0,Other,2011-12-21T05:00:00.000Z,7.0,51999.0,22291.0
251,-79.49959100000001,43.753844,Etobicoke York,Black Creek,37.0,2013.0, ,2013-09-03T04:00:00.000Z,8.0,51999.0,22291.0
252,-79.49449,43.781545,North York,Black Creek,38.0,2009.0,"Automobile, Station Wagon",2009-10-31T04:00:00.000Z,9.0,51999.0,22291.0
253,-79.493961,43.760321000000005,Etobicoke York,Black Creek,8.0,2016.0, ,2016-01-31T05:00:00.000Z,2.0,51999.0,22291.0
254,-79.501659,43.768195,Etobicoke York,Black Creek,47.0,2017.0, ,2017-10-03T04:00:00.000Z,16.0,51999.0,22291.0
255,-79.51989,43.756945,Etobicoke York,Black Creek,9.0,2010.0,Other,2010-01-08T05:00:00.000Z,18.0,51999.0,22291.0
256,-79.518886,43.762446000000004,Etobicoke York,Black Creek,9.0,2013.0, ,2013-04-12T04:00:00.000Z,20.0,51999.0,22291.0
257,-79.49446400000001,43.781508,North York,Black Creek,51.0,2017.0, ,2017-10-31T04:00:00.000Z,22.0,51999.0,22291.0
258,-79.50360400000001,43.760237,Etobicoke York,Black Creek,11.0,2016.0, ,2016-02-13T05:00:00.000Z,10.0,51999.0,22291.0
259,-79.482974,43.754729,North York,Black Creek,57.0,2016.0, ,2016-09-16T04:00:00.000Z,12.0,51999.0,22291.0
260,-79.247051,43.719565,Scarborough,Cliffcrest,49.0,2018.0, ,2018-09-26T04:00:00.000Z,7.0,75291.0,16472.0
261,-79.24709,43.719645,Scarborough,Cliffcrest,16.0,2008.0,Other,2008-05-01T04:00:00.000Z,7.0,75291.0,16472.0
262,-79.23929,43.719145000000005,Scarborough,Cliffcrest,39.0,2010.0,"Automobile, Station Wagon",2010-12-14T05:00:00.000Z,2.0,75291.0,16472.0
263,-79.22742,43.729457000000004,Scarborough,Cliffcrest,61.0,2015.0,"Automobile, Station Wagon",2015-12-03T05:00:00.000Z,20.0,75291.0,16472.0
264,-79.243045,43.720442,Scarborough,Cliffcrest,37.0,2017.0,"Automobile, Station Wagon",2017-08-26T04:00:00.000Z,10.0,75291.0,16472.0
265,-79.397853,43.652507,Toronto and East York,Kensington-Chinatown,49.0,2013.0,Bicycle,2013-10-16T04:00:00.000Z,7.0,44216.0,17945.0
266,-79.40369,43.647745,Toronto and East York,Kensington-Chinatown,20.0,2012.0,Other,2012-07-09T04:00:00.000Z,9.0,44216.0,17945.0
267,-79.398158,43.658187,Toronto and East York,Kensington-Chinatown,15.0,2018.0, ,2018-03-15T04:00:00.000Z,2.0,44216.0,17945.0
268,-79.401134,43.652262,Toronto and East York,Kensington-Chinatown,9.0,2014.0, ,2014-05-10T04:00:00.000Z,2.0,44216.0,17945.0
269,-79.39986,43.652541,Toronto and East York,Kensington-Chinatown,7.0,2014.0, ,2014-04-23T04:00:00.000Z,17.0,44216.0,17945.0
270,-79.397403,43.651315999999994,Toronto and East York,Kensington-Chinatown,18.0,2017.0, ,2017-04-14T04:00:00.000Z,18.0,44216.0,17945.0
271,-79.397586,43.651843,Toronto and East York,Kensington-Chinatown,16.0,2013.0, ,2013-06-06T04:00:00.000Z,23.0,44216.0,17945.0
272,-79.40389,43.647245,Toronto and East York,Kensington-Chinatown,1.0,2011.0,Other,2011-01-11T05:00:00.000Z,10.0,44216.0,17945.0
273,-79.39729,43.650945,Toronto and East York,Kensington-Chinatown,30.0,2010.0,Other,2010-09-14T04:00:00.000Z,10.0,44216.0,17945.0
274,-79.39919,43.655845,Toronto and East York,Kensington-Chinatown,25.0,2009.0,Bicycle,2009-09-01T04:00:00.000Z,12.0,44216.0,17945.0
275,-79.437747,43.752669,North York,Lansing-Westgate,76.0,2016.0, ,2016-12-06T05:00:00.000Z,7.0,80384.0,14607.0
276,-79.37099,43.658221000000005,Toronto and East York,Moss Park/Regent Park,33.0,2017.0, ,2017-07-31T04:00:00.000Z,7.0,49252.0,13593.0
277,-79.37259,43.663245,Toronto and East York,Moss Park/Regent Park,28.0,2012.0,Other,2012-08-25T04:00:00.000Z,8.0,49252.0,13593.0
278,-79.370799,43.657740000000004,Toronto and East York,Moss Park/Regent Park,7.0,2015.0, ,2015-02-18T05:00:00.000Z,1.0,49252.0,13593.0
279,-79.36225400000001,43.656085,Toronto and East York,Moss Park/Regent Park,21.0,2014.0, ,2014-08-18T04:00:00.000Z,1.0,49252.0,13593.0
280,-79.36319,43.652745,Toronto and East York,Moss Park/Regent Park,1.0,2010.0,"Automobile, Station Wagon",2010-01-10T05:00:00.000Z,3.0,49252.0,13593.0
281,-79.370532,43.658351,Toronto and East York,Moss Park/Regent Park,35.0,2017.0, ,2017-08-15T04:00:00.000Z,4.0,49252.0,13593.0
282,-79.37324100000001,43.65372,Toronto and East York,Moss Park/Regent Park,14.0,2016.0, ,2016-03-04T05:00:00.000Z,14.0,49252.0,13593.0
283,-79.364993,43.656932,Toronto and East York,Moss Park/Regent Park,49.0,2016.0, ,2016-07-28T04:00:00.000Z,14.0,49252.0,13593.0
284,-79.369693,43.663325,Toronto and East York,Moss Park/Regent Park,48.0,2018.0, ,2018-09-21T04:00:00.000Z,16.0,49252.0,13593.0
285,-79.365749,43.655328999999995,Toronto and East York,Moss Park/Regent Park,52.0,2015.0, ,2015-09-22T04:00:00.000Z,17.0,49252.0,13593.0
286,-79.373676,43.657778,Toronto and East York,Moss Park/Regent Park,73.0,2016.0, ,2016-11-24T05:00:00.000Z,20.0,49252.0,13593.0
287,-79.367008,43.651472999999996,Toronto and East York,Moss Park/Regent Park,18.0,2016.0, ,2016-03-23T04:00:00.000Z,20.0,49252.0,13593.0
288,-79.166332,43.772868,Scarborough,West Hill,52.0,2013.0, ,2013-11-08T05:00:00.000Z,7.0,56051.0,27392.0
289,-79.19949,43.765445,Scarborough,West Hill,15.0,2011.0,"Automobile, Station Wagon",2011-07-24T04:00:00.000Z,13.0,56051.0,27392.0
290,-79.17369000000001,43.776445,Scarborough,West Hill,42.0,2012.0,Other,2012-12-18T05:00:00.000Z,21.0,56051.0,27392.0
291,-79.189586,43.767646,Scarborough,West Hill,24.0,2012.0,Bicycle,2012-07-27T04:00:00.000Z,21.0,56051.0,27392.0
293,-79.481792,43.623171,Etobicoke York,Mimico,41.0,2015.0, ,2015-09-03T04:00:00.000Z,7.0,67525.0,29949.0
294,-79.519672,43.604773,Etobicoke York,Mimico,7.0,2017.0,Pick Up Truck,2017-02-18T05:00:00.000Z,0.0,67525.0,29949.0
295,-79.499957,43.623107,Etobicoke York,Mimico,16.0,2018.0, ,2018-03-21T04:00:00.000Z,3.0,67525.0,29949.0
296,-79.500606,43.621562,Etobicoke York,Mimico,5.0,2015.0, ,2015-02-13T05:00:00.000Z,15.0,67525.0,29949.0
297,-79.29219,43.782345,Scarborough,Tam O'Shanter-Sullivan,43.0,2012.0,Other,2012-12-20T05:00:00.000Z,7.0,58246.0,27446.0
298,-79.304355,43.77949,Scarborough,Tam O'Shanter-Sullivan,72.0,2016.0, ,2016-11-14T05:00:00.000Z,8.0,58246.0,27446.0
299,-79.31548599999999,43.777014,Scarborough,Tam O'Shanter-Sullivan,49.0,2014.0, ,2014-12-28T05:00:00.000Z,18.0,58246.0,27446.0
300,-79.320316,43.775892999999996,Scarborough,Tam O'Shanter-Sullivan,4.0,2016.0, ,2016-01-17T05:00:00.000Z,19.0,58246.0,27446.0
301,-79.29249899999999,43.782229,Scarborough,Tam O'Shanter-Sullivan,52.0,2018.0, ,2018-09-26T04:00:00.000Z,20.0,58246.0,27446.0
302,-79.322238,43.775355,Scarborough,Tam O'Shanter-Sullivan,54.0,2017.0,Passenger Van,2017-11-24T05:00:00.000Z,11.0,58246.0,27446.0
303,-79.532726,43.696154,Etobicoke York,Humber Heights-Westmount,33.0,2013.0,"Automobile, Station Wagon",2013-08-19T04:00:00.000Z,7.0,68996.0,10948.0
304,-79.51249,43.685545,Etobicoke York,Humber Heights-Westmount,11.0,2008.0,"Automobile, Station Wagon",2008-03-09T05:00:00.000Z,9.0,68996.0,10948.0
305,-79.51949,43.694745000000005,Etobicoke York,Humber Heights-Westmount,31.0,2008.0,"Automobile, Station Wagon",2008-07-12T04:00:00.000Z,0.0,68996.0,10948.0
306,-79.520099,43.695372,Etobicoke York,Humber Heights-Westmount,51.0,2018.0,Motorcycle,2018-10-05T04:00:00.000Z,18.0,68996.0,10948.0
307,-79.53269,43.696145,Etobicoke York,Humber Heights-Westmount,14.0,2011.0,Other,2011-07-16T04:00:00.000Z,12.0,68996.0,10948.0
308,-79.334277,43.666098,Toronto and East York,Riverdale,25.0,2018.0,Bicycle,2018-05-16T04:00:00.000Z,8.0,77819.0,22246.0
309,-79.357845,43.675115999999996,Toronto and East York,Riverdale,12.0,2014.0,Motorcycle,2014-06-16T04:00:00.000Z,8.0,77819.0,22246.0
310,-79.34849100000001,43.666346000000004,Toronto and East York,Riverdale,8.0,2009.0,Other,2009-03-13T04:00:00.000Z,9.0,77819.0,22246.0
311,-79.35139000000001,43.658545000000004,Toronto and East York,Riverdale,7.0,2010.0,Other,2010-01-24T05:00:00.000Z,0.0,77819.0,22246.0
312,-79.352985,43.669097,Toronto and East York,Riverdale,1.0,2015.0,"Automobile, Station Wagon",2015-01-11T05:00:00.000Z,3.0,77819.0,22246.0
313,-79.35879,43.672745,Toronto and East York,Riverdale,15.0,2010.0,Truck - Open,2010-03-12T05:00:00.000Z,5.0,77819.0,22246.0
314,-79.34238,43.664443,Toronto and East York,Riverdale,19.0,2015.0, ,2015-04-20T04:00:00.000Z,14.0,77819.0,22246.0
315,-79.35589,43.665145,Toronto and East York,Riverdale,11.0,2012.0,Motorcycle,2012-04-20T04:00:00.000Z,14.0,77819.0,22246.0
316,-79.34917800000001,43.641405999999996,Toronto and East York,Riverdale,66.0,2016.0,"Automobile, Station Wagon",2016-10-27T04:00:00.000Z,15.0,77819.0,22246.0
317,-79.352763,43.665820000000004,Toronto and East York,Riverdale,17.0,2015.0, ,2015-04-04T04:00:00.000Z,20.0,77819.0,22246.0
318,-79.35094000000001,43.658515,Toronto and East York,Riverdale,54.0,2018.0,Bicycle,2018-10-08T04:00:00.000Z,20.0,77819.0,22246.0
319,-79.306186,43.664344,Toronto and East York,Riverdale,29.0,2010.0,Other,2010-08-20T04:00:00.000Z,22.0,77819.0,22246.0
320,-79.342792,43.667643,Toronto and East York,Riverdale,44.0,2013.0, ,2013-10-01T04:00:00.000Z,10.0,77819.0,22246.0
321,-79.34989,43.648545,Toronto and East York,Riverdale,12.0,2010.0,"Automobile, Station Wagon",2010-02-28T05:00:00.000Z,23.0,77819.0,22246.0
322,-79.351352,43.662455,Toronto and East York,Riverdale,43.0,2013.0, ,2013-09-26T04:00:00.000Z,10.0,77819.0,22246.0
323,-79.35889,43.676145,Toronto and East York,Riverdale,6.0,2010.0,Other,2010-01-22T05:00:00.000Z,11.0,77819.0,22246.0
324,-79.49899,43.697345,Etobicoke York,Brookhaven-Amesbury,39.0,2008.0,Bicycle,2008-09-10T04:00:00.000Z,8.0,52988.0,11499.0
325,-79.50359,43.702145,Etobicoke York,Brookhaven-Amesbury,32.0,2011.0,Other,2011-12-01T05:00:00.000Z,1.0,52988.0,11499.0
326,-79.503825,43.702868,Etobicoke York,Brookhaven-Amesbury,55.0,2015.0, ,2015-11-11T05:00:00.000Z,20.0,52988.0,11499.0
327,-79.50344399999999,43.701564000000005,Etobicoke York,Brookhaven-Amesbury,63.0,2015.0, ,2015-12-15T05:00:00.000Z,11.0,52988.0,11499.0
328,-79.211902,43.777968,Scarborough,Morningside,37.0,2014.0,"Automobile, Station Wagon",2014-11-04T05:00:00.000Z,8.0,52721.0,31309.0
329,-79.17908,43.793753,Scarborough,Morningside,19.0,2017.0, ,2017-04-21T04:00:00.000Z,15.0,52721.0,31309.0
330,-79.21259,43.790545,Scarborough,Morningside,23.0,2012.0,"Automobile, Station Wagon",2012-07-30T04:00:00.000Z,16.0,52721.0,31309.0
331,-79.217136,43.779742,Scarborough,Morningside,44.0,2014.0,"Automobile, Station Wagon",2014-11-24T05:00:00.000Z,18.0,52721.0,31309.0
332,-79.202304,43.783128999999995,Scarborough,Morningside,60.0,2018.0, ,2018-11-12T05:00:00.000Z,18.0,52721.0,31309.0
333,-79.20709000000001,43.767545,Scarborough,Morningside,19.0,2010.0,Motorcycle,2010-05-25T04:00:00.000Z,10.0,52721.0,31309.0
334,-79.15869,43.788645,Scarborough,Flemingdon Park,50.0,2008.0,"Automobile, Station Wagon",2008-10-31T04:00:00.000Z,8.0,48917.0,43041.0
335,-79.16299000000001,43.786017,Scarborough,Flemingdon Park,40.0,2018.0, ,2018-08-09T04:00:00.000Z,0.0,48917.0,43041.0
336,-79.325488,43.714343,North York,Flemingdon Park,35.0,2012.0,"Automobile, Station Wagon",2012-10-20T04:00:00.000Z,5.0,48917.0,43041.0
337,-79.32799,43.718745,North York,Flemingdon Park,18.0,2009.0,Other,2009-07-06T04:00:00.000Z,20.0,48917.0,43041.0
338,-79.32799,43.718745,North York,Flemingdon Park,19.0,2009.0,"Automobile, Station Wagon",2009-07-06T04:00:00.000Z,20.0,48917.0,43041.0
339,-79.172488,43.782145,Scarborough,Flemingdon Park,21.0,2013.0, ,2013-07-11T04:00:00.000Z,22.0,48917.0,43041.0
340,-79.15599399999999,43.792666,Scarborough,Flemingdon Park,35.0,2015.0,Motorcycle,2015-07-26T04:00:00.000Z,13.0,48917.0,43041.0
341,-79.45589,43.662445,Toronto and East York,High Park North,35.0,2010.0,Other,2010-11-17T05:00:00.000Z,8.0,73547.0,22162.0
342,-79.452602,43.656863,Toronto and East York,High Park North,13.0,2014.0, ,2014-07-10T04:00:00.000Z,19.0,73547.0,22162.0
343,-79.45298299999999,43.658259,Scarborough,High Park North,42.0,2014.0, ,2014-11-20T05:00:00.000Z,12.0,73547.0,22162.0
344,-79.389987,43.658744,Toronto and East York,Bay Street Corridor,22.0,2010.0,Other,2010-06-06T04:00:00.000Z,8.0,48737.0,43466.0
345,-79.38629,43.650045,Toronto and East York,Bay Street Corridor,38.0,2012.0,Bicycle,2012-11-07T05:00:00.000Z,14.0,48737.0,43466.0
346,-79.382388,43.659644,Toronto and East York,Bay Street Corridor,13.0,2013.0,Motorcycle,2013-05-04T04:00:00.000Z,14.0,48737.0,43466.0
347,-79.393192,43.668845000000005,Toronto and East York,Bay Street Corridor,23.0,2009.0, ,2009-08-31T04:00:00.000Z,21.0,48737.0,43466.0
348,-79.380771,43.649821,Toronto and East York,Bay Street Corridor,8.0,2017.0, ,2017-02-23T05:00:00.000Z,10.0,48737.0,43466.0
349,-79.382091,43.649542,Toronto and East York,Bay Street Corridor,6.0,2018.0, ,2018-01-05T05:00:00.000Z,11.0,48737.0,43466.0
350,-79.340846,43.727645,North York,Banbury-Don Mills/York Mills,22.0,2015.0, ,2015-05-22T04:00:00.000Z,8.0,90620.0,38133.0
351,-79.397746,43.745096999999994,North York,Banbury-Don Mills/York Mills,13.0,2017.0,"Automobile, Station Wagon",2017-03-19T04:00:00.000Z,2.0,90620.0,38133.0
352,-79.33229399999999,43.738375,North York,Banbury-Don Mills/York Mills,35.0,2016.0,"Automobile, Station Wagon",2016-05-31T04:00:00.000Z,14.0,90620.0,38133.0
353,-79.34499,43.736845,North York,Banbury-Don Mills/York Mills,17.0,2012.0,Motorcycle,2012-06-08T04:00:00.000Z,15.0,90620.0,38133.0
354,-79.350383,43.718589,North York,Banbury-Don Mills/York Mills,43.0,2018.0,Passenger Van,2018-08-16T04:00:00.000Z,15.0,90620.0,38133.0
355,-79.350871,43.75495,North York,Banbury-Don Mills/York Mills,5.0,2014.0,"Automobile, Station Wagon",2014-02-26T05:00:00.000Z,16.0,90620.0,38133.0
356,-79.34798,43.755549,North York,Banbury-Don Mills/York Mills,48.0,2017.0, ,2017-10-04T04:00:00.000Z,23.0,90620.0,38133.0
357,-79.38129,43.732985,North York,Banbury-Don Mills/York Mills,40.0,2015.0,"Automobile, Station Wagon",2015-08-16T04:00:00.000Z,12.0,90620.0,38133.0
358,-79.40588699999999,43.740344,North York,Banbury-Don Mills/York Mills,15.0,2013.0, ,2013-05-16T04:00:00.000Z,12.0,90620.0,38133.0
371,-79.56239000000001,43.627345,Etobicoke York,Markland Wood,5.0,2011.0,Other,2011-02-10T05:00:00.000Z,8.0,72429.0,30436.0
372,-79.56721800000001,43.634440000000005,Etobicoke York,Markland Wood,59.0,2013.0,"Automobile, Station Wagon",2013-11-30T05:00:00.000Z,15.0,72429.0,30436.0
373,-79.570766,43.633544,Etobicoke York,Markland Wood,60.0,2013.0, ,2013-12-03T05:00:00.000Z,21.0,72429.0,30436.0
374,-79.560214,43.621218,Etobicoke York,Islington-City Centre West,52.0,2017.0,"Automobile, Station Wagon",2017-11-02T04:00:00.000Z,8.0,69274.0,43965.0
375,-79.54007299999999,43.636099,Etobicoke York,Islington-City Centre West,10.0,2016.0, ,2016-01-28T05:00:00.000Z,9.0,69274.0,43965.0
376,-79.56166400000001,43.645896,Etobicoke York,Islington-City Centre West,47.0,2015.0,"Automobile, Station Wagon",2015-09-26T04:00:00.000Z,0.0,69274.0,43965.0
377,-79.528835,43.626292,Etobicoke York,Islington-City Centre West,33.0,2015.0,Motorcycle,2015-07-06T04:00:00.000Z,0.0,69274.0,43965.0
378,-79.540759,43.650695,Etobicoke York,Islington-City Centre West,48.0,2015.0, ,2015-10-03T04:00:00.000Z,3.0,69274.0,43965.0
379,-79.52879,43.626245000000004,Etobicoke York,Islington-City Centre West,23.0,2013.0,Motorcycle,2013-07-22T04:00:00.000Z,15.0,69274.0,43965.0
380,-79.564426,43.618773,Etobicoke York,Islington-City Centre West,33.0,2016.0,"Automobile, Station Wagon",2016-05-28T04:00:00.000Z,18.0,69274.0,43965.0
381,-79.52977299999999,43.647521000000005,Etobicoke York,Islington-City Centre West,66.0,2018.0, ,2018-12-26T05:00:00.000Z,18.0,69274.0,43965.0
382,-79.52429000000001,43.621545000000005,Etobicoke York,Islington-City Centre West,26.0,2011.0,Other,2011-08-31T04:00:00.000Z,19.0,69274.0,43965.0
383,-79.520046,43.633887,Etobicoke York,Islington-City Centre West,38.0,2018.0,Motorcycle,2018-07-29T04:00:00.000Z,10.0,69274.0,43965.0
384,-79.54319,43.621845,Etobicoke York,Islington-City Centre West,7.0,2011.0,"Automobile, Station Wagon",2011-03-28T04:00:00.000Z,11.0,69274.0,43965.0
389,-79.352275,43.793151,North York,Don Valley Village,19.0,2016.0, ,2016-03-29T04:00:00.000Z,9.0,65714.0,76346.0
390,-79.352275,43.793151,North York,Don Valley Village,53.0,2016.0, ,2016-08-19T04:00:00.000Z,9.0,65714.0,76346.0
391,-79.354724,43.792651,North York,Don Valley Village,17.0,2016.0, ,2016-03-14T04:00:00.000Z,9.0,65714.0,76346.0
392,-79.347888,43.774943,North York,Don Valley Village,26.0,2013.0, ,2013-07-28T04:00:00.000Z,0.0,65714.0,76346.0
393,-79.34909,43.782745,North York,Don Valley Village,6.0,2008.0,Other,2008-01-31T05:00:00.000Z,14.0,65714.0,76346.0
394,-79.35469,43.792645,North York,Don Valley Village,44.0,2009.0,Other,2009-12-08T05:00:00.000Z,14.0,65714.0,76346.0
395,-79.366107,43.781909000000006,North York,Don Valley Village,20.0,2017.0,Motorcycle,2017-04-26T04:00:00.000Z,18.0,65714.0,76346.0
396,-79.35519000000001,43.790045,North York,Don Valley Village,4.0,2012.0,"Automobile, Station Wagon",2012-01-20T05:00:00.000Z,22.0,65714.0,76346.0
397,-79.33849000000001,43.693845,Toronto and East York,Old East York,16.0,2011.0,Bicycle,2011-08-05T04:00:00.000Z,9.0,77824.0,34805.0
398,-79.343501,43.692526,Toronto and East York,Old East York,11.0,2015.0, ,2015-03-20T04:00:00.000Z,0.0,77824.0,34805.0
399,-79.349437,43.697508,Toronto and East York,Old East York,43.0,2014.0,"Automobile, Station Wagon",2014-11-24T05:00:00.000Z,3.0,77824.0,34805.0
400,-79.42094,43.708262,North York,Forest Hill North,21.0,2016.0,"Automobile, Station Wagon",2016-04-08T04:00:00.000Z,9.0,70920.0,12806.0
401,-79.42669000000001,43.706645,North York,Forest Hill North,4.0,2011.0,Other,2011-01-25T05:00:00.000Z,20.0,70920.0,12806.0
402,-79.54669,43.697045,Etobicoke York,Kingsview Village-The Westway,3.0,2012.0,Other,2012-01-26T05:00:00.000Z,9.0,60824.0,22000.0
403,-79.54289,43.688645,Etobicoke York,Kingsview Village-The Westway,21.0,2010.0,"Automobile, Station Wagon",2010-06-12T04:00:00.000Z,9.0,60824.0,22000.0
404,-79.53989,43.698545,Etobicoke York,Kingsview Village-The Westway,17.0,2011.0,Motorcycle,2011-08-07T04:00:00.000Z,11.0,60824.0,22000.0
405,-79.49949000000001,43.666945,Etobicoke York,Rockcliffe-Smythe,25.0,2008.0,Other,2008-06-18T04:00:00.000Z,9.0,54908.0,14974.0
406,-79.49319,43.670245,Etobicoke York,Rockcliffe-Smythe,33.0,2012.0,Motorcycle,2012-10-05T04:00:00.000Z,14.0,54908.0,14974.0
407,-79.48479,43.680644,Etobicoke York,Rockcliffe-Smythe,29.0,2013.0, ,2013-07-29T04:00:00.000Z,16.0,54908.0,14974.0
408,-79.489391,43.676943,Etobicoke York,Rockcliffe-Smythe,26.0,2012.0,Motorcycle,2012-08-23T04:00:00.000Z,16.0,54908.0,14974.0
409,-79.494518,43.676146,Etobicoke York,Rockcliffe-Smythe,28.0,2017.0,Bicycle,2017-06-30T04:00:00.000Z,13.0,54908.0,14974.0
410,-79.254787,43.706175,Scarborough,Birchcliffe-Cliffside,42.0,2018.0, ,2018-08-06T04:00:00.000Z,9.0,73216.0,29960.0
411,-79.251239,43.701213,Scarborough,Birchcliffe-Cliffside,15.0,2017.0, ,2017-04-06T04:00:00.000Z,14.0,73216.0,29960.0
412,-79.28029000000001,43.684645,Scarborough,Birchcliffe-Cliffside,21.0,2009.0,Other,2009-08-07T04:00:00.000Z,14.0,73216.0,29960.0
413,-79.27088499999999,43.687686,Scarborough,Birchcliffe-Cliffside,62.0,2017.0, ,2017-12-21T05:00:00.000Z,15.0,73216.0,29960.0
414,-79.25159000000001,43.703646,Scarborough,Birchcliffe-Cliffside,6.0,2013.0, ,2013-03-07T05:00:00.000Z,15.0,73216.0,29960.0
415,-79.280292,43.684645,Scarborough,Birchcliffe-Cliffside,22.0,2013.0, ,2013-07-18T04:00:00.000Z,18.0,73216.0,29960.0
416,-79.251254,43.706267,Scarborough,Birchcliffe-Cliffside,26.0,2017.0, ,2017-06-03T04:00:00.000Z,11.0,73216.0,29960.0
417,-79.410945,43.704074,Toronto and East York,Yonge-Eglinton,59.0,2015.0, ,2015-11-26T05:00:00.000Z,9.0,80896.0,11817.0
418,-79.40326999999999,43.707171,North York,Yonge-Eglinton,56.0,2017.0, ,2017-11-28T05:00:00.000Z,12.0,80896.0,11817.0
419,-79.40049,43.704245,Toronto and East York,Yonge-Eglinton,14.0,2012.0,Other,2012-05-11T04:00:00.000Z,12.0,80896.0,11817.0
420,-79.21779000000001,43.738145,Scarborough,Scarborough Village,47.0,2009.0,"Automobile, Station Wagon",2009-12-23T05:00:00.000Z,9.0,49568.0,16724.0
421,-79.219852,43.742971999999995,Scarborough,Scarborough Village,26.0,2014.0, ,2014-09-01T04:00:00.000Z,1.0,49568.0,16724.0
422,-79.21059,43.737845,Scarborough,Scarborough Village,6.0,2009.0,Other,2009-03-08T05:00:00.000Z,3.0,49568.0,16724.0
423,-79.219142,43.743716,Scarborough,Scarborough Village,56.0,2015.0, ,2015-11-18T05:00:00.000Z,17.0,49568.0,16724.0
424,-79.222949,43.742284999999995,Scarborough,Scarborough Village,28.0,2016.0, ,2016-04-25T04:00:00.000Z,21.0,49568.0,16724.0
425,-79.467212,43.751868,North York,Downsview-Roding-CFB,54.0,2013.0,Bicycle,2013-11-20T05:00:00.000Z,9.0,56053.0,65124.0
426,-79.52109,43.718145,Etobicoke York,Downsview-Roding-CFB,42.0,2008.0,"Automobile, Station Wagon",2008-09-28T04:00:00.000Z,5.0,56053.0,65124.0
427,-79.511264,43.731806,North York,Downsview-Roding-CFB,31.0,2016.0,Motorcycle,2016-05-17T04:00:00.000Z,14.0,56053.0,65124.0
428,-79.508113,43.719008,North York,Downsview-Roding-CFB,19.0,2018.0, ,2018-04-13T04:00:00.000Z,15.0,56053.0,65124.0
429,-79.488223,43.727903999999995,North York,Downsview-Roding-CFB,7.0,2018.0, ,2018-01-15T05:00:00.000Z,15.0,56053.0,65124.0
430,-79.499889,43.722663,North York,Downsview-Roding-CFB,18.0,2015.0,"Automobile, Station Wagon",2015-04-13T04:00:00.000Z,17.0,56053.0,65124.0
